mu,nu,psi,H,Combination
0.0,0.1,0.85,0.43542599675384397,Immune-Highly Susceptible
0.0,0.1,0.85,0.42142802112521494,Susceptible-Highly Susceptible
0.0,0.1,0.9,0.22595461255903782,Immune-Susceptible
0.0,0.1,0.9,0.4687272094421138,Immune-Highly Susceptible
0.0,0.1,0.9,0.4469923014818609,Susceptible-Highly Susceptible
0.0,0.1,0.95,0.21020692992666673,Immune-Susceptible
0.0,0.1,0.95,0.5006952568744927,Immune-Highly Susceptible
0.0,0.1,0.95,0.4961327331521962,Susceptible-Highly Susceptible
0.0,0.1,1.0,0.09335846206161295,Immune-Susceptible
0.0,0.1,1.0,0.1785298991063483,Immune-Highly Susceptible
0.0,0.1,1.0,0.11659153370573595,Susceptible-Highly Susceptible
0.0,0.15,0.0,0.11547465387349647,Immune-Susceptible
0.0,0.15,0.0,0.269529582232032,Immune-Highly Susceptible
0.0,0.15,0.0,0.2669486381679884,Susceptible-Highly Susceptible
0.0,0.15,0.05,0.12785771194184611,Immune-Susceptible
0.0,0.15,0.05,0.2645966442367015,Immune-Highly Susceptible
0.0,0.15,0.05,0.2585361224663787,Susceptible-Highly Susceptible
0.0,0.15,0.1,0.11616819046659098,Immune-Susceptible
0.0,0.15,0.1,0.2704225313985854,Immune-Highly Susceptible
0.0,0.15,0.1,0.27133762240635223,Susceptible-Highly Susceptible
0.0,0.15,0.15,0.11680921339566772,Immune-Susceptible
0.0,0.15,0.15,0.2799472504639606,Immune-Highly Susceptible
0.0,0.15,0.15,0.2779359557191225,Susceptible-Highly Susceptible
0.0,0.15,0.2,0.11784112931554867,Immune-Susceptible
0.0,0.15,0.2,0.27455153229520024,Immune-Highly Susceptible
0.0,0.15,0.2,0.2695186538787632,Susceptible-Highly Susceptible
0.0,0.15,0.25,0.11813907186941078,Immune-Susceptible
0.0,0.15,0.25,0.2795020941197108,Immune-Highly Susceptible
0.0,0.15,0.25,0.28150687638149713,Susceptible-Highly Susceptible
0.0,0.15,0.3,0.13519201289752433,Immune-Susceptible
0.0,0.15,0.3,0.290696998769632,Immune-Highly Susceptible
0.0,0.15,0.3,0.2909468220542722,Susceptible-Highly Susceptible
0.0,0.15,0.35,0.14907292065678676,Immune-Susceptible
0.0,0.15,0.35,0.27386860905968785,Immune-Highly Susceptible
0.0,0.15,0.35,0.27097080600700724,Susceptible-Highly Susceptible
0.0,0.15,0.4,0.13844217833169806,Immune-Susceptible
0.0,0.15,0.4,0.2779974139744223,Immune-Highly Susceptible
0.0,0.15,0.4,0.27936039355117687,Susceptible-Highly Susceptible
0.0,0.15,0.45,0.14253614420992208,Immune-Susceptible
0.0,0.15,0.45,0.30892396544666045,Immune-Highly Susceptible
0.0,0.15,0.45,0.30343416233870085,Susceptible-Highly Susceptible
0.0,0.15,0.5,0.13246681416741843,Immune-Susceptible
0.0,0.15,0.5,0.3132287775629833,Immune-Highly Susceptible
0.0,0.15,0.5,0.31923836741454653,Susceptible-Highly Susceptible
0.0,0.15,0.55,0.13402550875495514,Immune-Susceptible
0.0,0.15,0.55,0.31751288371729075,Immune-Highly Susceptible
0.0,0.15,0.55,0.3087103278625821,Susceptible-Highly Susceptible
0.0,0.15,0.6,0.15499500280130898,Immune-Susceptible
0.0,0.15,0.6,0.3324098857131612,Immune-Highly Susceptible
0.0,0.15,0.6,0.3344825799983202,Susceptible-Highly Susceptible
